2.57062 0.707162
2.58623 0.529071
2.60166 0.711965
2.61727 0.533873
2.6327 0.716767
2.64831 0.538676
2.66374 0.721569
2.67926 0.723971
2.68711 0.544679
2.69478 0.726372
2.70263 0.54708
2.72574 0.911667
2.74134 0.733576
2.75678 0.916469
2.77238 0.738378
2.83446 0.747983
2.8499 0.930877
2.88094 0.935679
2.89637 1.11857
2.94293 1.12578
2.95837 1.30867
2.97389 1.31107
3.02028 1.67926
3.05132 1.68406
3.06676 1.86696
3.09771 2.05225
3.12859 2.41804
3.14402 2.60093
3.18249 3.3289
3.22095 4.05688
3.23639 4.23977
3.25933 4.96534
3.27443 5.87021
3.29712 7.13725
3.30463 7.67993
3.31205 8.4031
3.31939 9.30677
3.32631 11.1129
3.32673 10.2104
3.33365 12.0166
3.34099 12.9202
3.34816 14.1849
3.35433 17.6154
3.35483 16.5325
3.35525 15.63
3.36926 18.8813
3.37618 20.6874
3.3831 22.4935
3.38352 21.5911
3.39044 23.3972
3.39744 25.0228
3.40444 26.6484
3.41895 28.8168
3.42571 30.9839
3.43271 32.6095
3.43887 36.0401
3.43963 34.4156
3.45355 37.8474
3.46047 39.6535
3.46089 38.751
3.46781 40.5572
3.4749 42.0023
3.48232 42.7255
3.49008 42.7267
3.49826 41.8254
3.51437 40.5644
3.52255 39.6631
3.53073 38.7618
3.53891 37.8606
3.54709 36.9593
3.55527 36.0581
3.57121 35.158
3.58724 34.0774
3.61861 33.3603
3.63422 33.1822
3.6499 32.8236
3.72008 32.1124
3.7356 32.1148
3.7512 31.9368
3.76664 32.1196
3.78992 32.1232
3.80536 32.3061
3.88287 32.4986
3.96005 33.4131
4.01395 34.324
4.04474 34.8703
4.09096 35.5994
4.11391 36.325
4.12917 36.8689
4.15212 37.5944
4.16722 38.4993
4.18999 39.5859
4.22002 41.7566
4.24263 43.2041
4.25731 45.0114
4.28 46.2785
4.30278 47.3651
4.33331 48.4528
4.34883 48.4552
4.38046 47.1966
4.38864 46.2953
4.40458 45.3952
4.41276 44.494
4.42086 43.7732
4.43705 42.3317
4.4454 41.0694
4.45358 40.1682
4.46176 39.2669
4.46994 38.3656
4.47812 37.4644
4.48622 36.7436
4.4944 35.8424
4.51067 34.2203
4.51885 33.3191
4.52703 32.4178
4.54323 30.9763
4.55141 30.075
4.55959 29.1737
4.57553 28.2737
4.58371 27.3724
4.5918 26.6516
4.608 25.2101
4.61601 24.6698
4.6241 23.9491
4.64004 23.049
4.6559 22.3294
4.66408 21.4282
4.68795 20.1683
4.71165 19.2695
